case,delta_accel_max,rd,nominal_ok,nominal_time_s,nominal_miss_m,nominal_angle_error_deg,nominal_max_a,nominal_max_delta_a,stress_ok,stress_time_s,stress_miss_m,stress_angle_error_deg,stress_max_a,stress_max_delta_a,nominal_qp_failures,stress_qp_failures
"large-angle-60deg-agile",30.00000000,0.20000000,0,39.00000000,154.88333186,-6.64433858,90.29605256,22.43181852,0,40.10000000,169.60440069,-6.94069805,92.36101954,22.33279098,77,87
