case,horizon_s,move_block_size,seq_iterations,fixed_time_enabled,commanded_impact_time_s,delta_accel_max,rd,q0_scale,xi_penalty,slack_penalty_sum,nominal_ok,nominal_time_s,nominal_time_error_s,nominal_miss_m,nominal_angle_error_deg,nominal_max_a,nominal_max_delta_a,stress_ok,stress_time_s,stress_time_error_s,stress_miss_m,stress_angle_error_deg,stress_max_a,stress_max_delta_a,nominal_qp_failures,stress_qp_failures
"large-angle-60deg-move-blocking-balanced-penalty-quick",5.00000000,5,2,0,50.00000000,30.00000000,0.10000000,0.00200000,1000.00000000,1500200000.00000000,0,48.00000000,8.00000000,11.86097814,-1.28461707,84.00000000,15.49161070,0,49.20000000,9.20000000,16.26369499,-0.74383123,83.99998498,19.13624667,290,296
