case,horizon_s,move_block_size,seq_iterations,fixed_time_enabled,commanded_impact_time_s,delta_accel_max,rd,q0_scale,xi_penalty,slack_penalty_sum,nominal_ok,nominal_time_s,nominal_time_error_s,nominal_miss_m,nominal_angle_error_deg,nominal_max_a,nominal_max_delta_a,stress_ok,stress_time_s,stress_time_error_s,stress_miss_m,stress_angle_error_deg,stress_max_a,stress_max_delta_a,nominal_qp_failures,stress_qp_failures
"large-angle-60deg-move-blocking-balanced-penalty-quick",5.00000000,5,2,1,50.00000000,30.00000000,0.10000000,0.00200000,1000.00000000,1500200000.00000000,0,50.00000000,0.00000000,7434.87073262,106.08560728,84.00000000,52.49981271,0,50.00000000,0.00000000,7176.48999746,145.39866315,84.00000000,22.42956663,10,45
