case,horizon_s,move_block_size,seq_iterations,delta_accel_max,rd,q0_scale,xi_penalty,slack_penalty_sum,nominal_ok,nominal_time_s,nominal_miss_m,nominal_angle_error_deg,nominal_max_a,nominal_max_delta_a,stress_ok,stress_time_s,stress_miss_m,stress_angle_error_deg,stress_max_a,stress_max_delta_a,nominal_qp_failures,stress_qp_failures
"large-angle-60deg-move-blocking-keep-slack-quick",5.00000000,5,2,10.00000000,0.00000000,0.00000000,0.00000000,602000000.00000000,0,36.00000000,3854.16217680,-62.21025336,48.69182609,10.99326634,0,35.50000000,4133.40416416,-68.79863707,34.71574434,21.69734021,367,350
