case,horizon_s,move_block_size,seq_iterations,delta_accel_max,rd,q0_scale,xi_penalty,slack_penalty_sum,nominal_ok,nominal_time_s,nominal_miss_m,nominal_angle_error_deg,nominal_max_a,nominal_max_delta_a,stress_ok,stress_time_s,stress_miss_m,stress_angle_error_deg,stress_max_a,stress_max_delta_a,nominal_qp_failures,stress_qp_failures
"large-angle-60deg-move-blocking-no-penalty-quick",5.00000000,5,2,10.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,35.40000000,259.21600301,-14.70075325,23.12303897,6.55307503,0,36.40000000,283.85480537,-15.81116807,23.12303897,6.54911943,0,0
